InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536663,21041,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-06 00:00:00,5.93,17557,United Kingdom
536664,21048,PARTY BUNTING,1,2011-02-02 00:00:00,9.18,16416,United Kingdom
536665,21042,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-17 00:00:00,3.16,15601,France
536665,21065,LOVE BUILDING BLOCK WORD,1,2010-12-14 00:00:00,10.77,15406,Belgium
536666,21048,RETROSPOT TEA SET CERAMIC 11 PC,7,2011-02-22 00:00:00,4.72,14053,France
536667,21080,LOVE BUILDING BLOCK WORD,2,2010-12-16 00:00:00,10.77,17880,France
536667,21014,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-05 00:00:00,3.16,13709,Portugal
536667,21073,JUMBO BAG RED RETROSPOT,3,2011-01-16 00:00:00,11.11,13391,Italy
C536668,21020,JUMBO BAG PINK POLKADOT,5,2010-12-02 00:00:00,8.11,17661,Netherlands
536669,21009,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-19 00:00:00,5.93,17493,United Kingdom
536670,21002,REGENCY CAKESTAND 3 TIER,12,2011-03-12 00:00:00,14.29,18215,Germany
536670,21015,HEART SHAPED DOUGHNUT,10,2010-12-11 00:00:00,14.56,13121,United Kingdom
536671,21011,BLUE KALMIA CERAMIC MUG,2,2010-12-15 00:00:00,3.58,15080,Germany
536671,21073,JUMBO BAG PINK POLKADOT,1,2010-12-04 00:00:00,8.11,16137,United Kingdom
536672,21017,PARTY BUNTING,3,2010-12-16 00:00:00,9.18,14344,United Kingdom
536673,21071,CHILLI LIGHTS,4,2011-04-25 00:00:00,0.8,16443,Germany
536673,21047,CHOCOLATE HOT WATER BOTTLE,6,2010-12-08 00:00:00,6.76,18146,Spain
536674,21031,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-10 00:00:00,3.16,14911,France
536675,21054,HEART OF WICKER SMALL,2,2010-12-20 00:00:00,13.06,13200,Italy
536676,21010,HOME BUILDING BLOCK WORD,1,2010-12-03 00:00:00,9.22,17699,United Kingdom
536676,21041,HEART SHAPED DOUGHNUT,2,2010-12-05 00:00:00,14.56,15307,United Kingdom
536677,21042,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-12-20 00:00:00,3.14,15215,United Kingdom
536678,21086,CHOCOLATE HOT WATER BOTTLE,6,2010-12-30 00:00:00,6.76,15743,United Kingdom
536678,21096,CHOCOLATE HOT WATER BOTTLE,2,2011-02-09 00:00:00,6.76,18037,United Kingdom
536678,21044,PINK VINTAGE PAISLEY PICNIC BAG,2,2011-01-12 00:00:00,3.14,17081,United Kingdom
536679,21068,HEART SHAPED DOUGHNUT,7,2010-12-06 00:00:00,14.56,18021,Portugal
536680,21077,PARTY BUNTING,4,2011-01-05 00:00:00,9.18,17557,Germany
536681,21066,CHOCOLATE HOT WATER BOTTLE,2,2010-12-02 00:00:00,6.76,17657,United Kingdom
536682,21096,HOME BUILDING BLOCK WORD,7,2011-01-03 00:00:00,9.22,17754,Netherlands
536682,21081,HANGING METAL LANTERN,4,2011-03-19 00:00:00,12.57,17876,United Kingdom
536683,21049,HEART SHAPED DOUGHNUT,7,2010-12-31 00:00:00,14.56,12599,United Kingdom
536684,21082,CHOCOLATE HOT WATER BOTTLE,2,2011-03-15 00:00:00,6.76,15892,United Kingdom
536684,21046,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-17 00:00:00,5.93,16413,Netherlands
536685,21054,HEART SHAPED DOUGHNUT,2,2011-01-11 00:00:00,14.56,13427,United Kingdom
536685,21057,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-14 00:00:00,4.72,15673,France
536686,21015,HEART OF WICKER SMALL,1,2010-12-01 00:00:00,13.06,16144,France
536687,21010,BLUE KALMIA CERAMIC MUG,7,2010-12-16 00:00:00,3.58,18085,United Kingdom
536688,21093,CHILLI LIGHTS,6,2011-01-13 00:00:00,0.8,12909,France
536689,21026,RETROSPOT TEA SET CERAMIC 11 PC,1,2010-12-01 00:00:00,4.72,12909,Germany
536689,21052,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-03 00:00:00,3.16,16413,Belgium
536689,21079,JUMBO BAG PINK POLKADOT,10,2011-01-17 00:00:00,8.11,16186,France
536689,21020,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-01 00:00:00,5.93,15136,France
536690,21063,HEART SHAPED DOUGHNUT,8,2011-05-22 00:00:00,14.56,12883,Germany
536691,21089,CHILLI LIGHTS,4,2010-12-05 00:00:00,0.8,12444,United Kingdom
536692,21005,BLUE KALMIA CERAMIC MUG,1,2010-12-21 00:00:00,3.58,15247,United Kingdom
536693,21014,HOME BUILDING BLOCK WORD,3,2010-12-04 00:00:00,9.22,17414,United Kingdom
536694,21093,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-11 00:00:00,3.16,17788,United Kingdom
536694,21087,CHOCOLATE HOT WATER BOTTLE,2,2010-12-09 00:00:00,6.76,18201,United Kingdom
536695,21068,PARTY BUNTING,11,2010-12-08 00:00:00,9.18,15195,United Kingdom
536696,21079,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-12-01 00:00:00,4.91,15322,Italy
536697,21041,HANGING METAL LANTERN,4,2010-12-29 00:00:00,12.57,15856,United Kingdom
536698,21093,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-14 00:00:00,5.93,14373,United Kingdom
536698,21054,HEART OF WICKER SMALL,2,2011-06-09 00:00:00,13.06,16901,Germany
536698,21030,HOME BUILDING BLOCK WORD,1,2011-02-02 00:00:00,9.22,14902,United Kingdom
536698,21009,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-01-16 00:00:00,3.14,14408,United Kingdom
536698,21058,HANGING METAL LANTERN,1,2010-12-23 00:00:00,12.57,17557,Switzerland
536698,21090,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-06 00:00:00,4.91,16089,United Kingdom
536699,21009,LOVE BUILDING BLOCK WORD,8,2010-12-07 00:00:00,10.77,13824,United Kingdom
536699,21035,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-12-26 00:00:00,5.93,18085,United Kingdom
536700,21028,HANGING METAL LANTERN,1,2010-12-11 00:00:00,12.57,13916,United Kingdom
536701,21073,PINK VINTAGE PAISLEY PICNIC BAG,6,2010-12-22 00:00:00,3.14,13405,Italy
536702,21053,JUMBO BAG PINK POLKADOT,3,2011-01-06 00:00:00,8.11,15355,United Kingdom
536703,21083,HANGING METAL LANTERN,6,2010-12-13 00:00:00,12.57,16842,Netherlands
536703,21017,BLUE KALMIA CERAMIC MUG,5,2010-12-08 00:00:00,3.58,13982,United Kingdom
536704,21089,PARTY BUNTING,1,2011-02-15 00:00:00,9.18,14033,France
536705,21003,JUMBO BAG RED RETROSPOT,1,2011-01-12 00:00:00,11.11,16839,Germany
536706,21047,CHOCOLATE HOT WATER BOTTLE,2,2010-12-10 00:00:00,6.76,15792,United Kingdom
536706,21071,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2010-12-07 00:00:00,4.91,14384,Netherlands
536707,21038,REGENCY CAKESTAND 3 TIER,1,2010-12-10 00:00:00,14.29,17083,Spain
536708,21079,LUNCH BAG RED RETROSPOT,4,2011-02-22 00:00:00,2.76,13646,Germany
536708,21043,HOME BUILDING BLOCK WORD,3,2010-12-26 00:00:00,9.22,17279,Switzerland
536708,21055,HOME BUILDING BLOCK WORD,7,2010-12-14 00:00:00,9.22,16209,United Kingdom
536708,21024,REGENCY CAKESTAND 3 TIER,6,2011-02-09 00:00:00,14.29,17976,United Kingdom
536708,21029,STRAWBERRY CERAMIC TRINKET POT,6,2010-12-06 00:00:00,1.34,15185,Portugal
536709,21036,BLUE KALMIA CERAMIC MUG,8,2010-12-12 00:00:00,3.58,12608,United Kingdom
536710,21070,HANGING METAL LANTERN,5,2010-12-12 00:00:00,12.57,12492,United Kingdom
536710,21047,LUNCH BAG RED RETROSPOT,1,2010-12-15 00:00:00,2.76,13621,United Kingdom
536711,21081,REGENCY CAKESTAND 3 TIER,1,2010-12-01 00:00:00,14.29,16416,United Kingdom
536712,21077,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-01-02 00:00:00,5.93,13422,United Kingdom
536712,21012,FAIRY CAKE FLANNEL ASSORTED COLOUR,8,2011-02-28 00:00:00,4.91,12465,United Kingdom
536713,21049,WHITE HANGING HEART T-LIGHT HOLDER,3,2010-12-06 00:00:00,5.93,12920,Spain
536714,21036,JUMBO BAG PINK POLKADOT,4,2010-12-05 00:00:00,8.11,15892,United Kingdom
536715,21081,RETROSPOT TEA SET CERAMIC 11 PC,1,2011-01-07 00:00:00,4.72,16643,Germany
C536715,21024,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-12-10 00:00:00,3.14,17144,United Kingdom
536716,21017,REGENCY CAKESTAND 3 TIER,2,2011-02-28 00:00:00,14.29,16461,Netherlands
536717,21058,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-07 00:00:00,3.14,15195,France
536717,21085,HOME BUILDING BLOCK WORD,1,2010-12-02 00:00:00,9.22,13613,United Kingdom
536717,21036,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-23 00:00:00,4.72,17796,United Kingdom
536718,21043,HANGING METAL LANTERN,1,2010-12-04 00:00:00,12.57,17625,United Kingdom
536719,21026,BLUE KALMIA CERAMIC MUG,1,2010-12-21 00:00:00,3.58,13646,United Kingdom
536719,21028,HANGING METAL LANTERN,4,2011-01-06 00:00:00,12.57,17414,Netherlands
536720,21009,LUNCH BAG RED RETROSPOT,1,2011-01-09 00:00:00,2.76,14883,United Kingdom
536721,21042,SET OF 3 MONOCHROME HEART MUGS,4,2010-12-22 00:00:00,3.16,15123,Netherlands
536721,21083,JUMBO BAG RED RETROSPOT,2,2010-12-09 00:00:00,11.11,15321,Spain
536722,21031,JUMBO BAG PINK POLKADOT,6,2010-12-27 00:00:00,8.11,13216,Spain
536722,21048,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-08 00:00:00,5.93,16860,United Kingdom
C536723,21049,CHILLI LIGHTS,6,2010-12-05 00:00:00,0.8,18021,Netherlands
536724,21059,HEART SHAPED DOUGHNUT,3,2010-12-16 00:00:00,14.56,15321,Portugal
536725,21001,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2010-12-18 00:00:00,4.91,17657,Spain
536726,21032,JUMBO BAG PINK POLKADOT,6,2010-12-11 00:00:00,8.11,12946,United Kingdom
536727,21053,LUNCH BAG RED RETROSPOT,1,2011-01-01 00:00:00,2.76,16407,Netherlands
536728,21035,LOVE BUILDING BLOCK WORD,4,2011-01-02 00:00:00,10.77,16123,France
536728,21089,HEART SHAPED DOUGHNUT,6,2010-12-23 00:00:00,14.56,17595,Portugal
536728,21048,PARTY BUNTING,2,2011-01-12 00:00:00,9.18,15123,Portugal
536729,21041,PARTY BUNTING,4,2010-12-04 00:00:00,9.18,12473,United Kingdom
536730,21065,CHILLI LIGHTS,7,2011-06-23 00:00:00,0.8,16901,Spain
536731,21044,FAIRY CAKE FLANNEL ASSORTED COLOUR,6,2010-12-29 00:00:00,4.91,17414,United Kingdom
536732,21070,CHOCOLATE HOT WATER BOTTLE,3,2010-12-13 00:00:00,6.76,13485,United Kingdom
536733,21074,SET OF 3 MONOCHROME HEART MUGS,2,2010-12-21 00:00:00,3.16,14902,Spain
536734,21096,JUMBO BAG PINK POLKADOT,1,2011-01-08 00:00:00,8.11,17964,United Kingdom
536734,21063,LUNCH BAG RED RETROSPOT,10,2011-02-03 00:00:00,2.76,13361,Italy
536735,21092,JUMBO BAG PINK POLKADOT,1,2010-12-28 00:00:00,8.11,15123,United Kingdom
536736,21098,PARTY BUNTING,6,2010-12-05 00:00:00,9.18,16894,United Kingdom
536736,21020,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-28 00:00:00,1.34,14328,United Kingdom
536736,21073,JUMBO BAG PINK POLKADOT,6,2010-12-11 00:00:00,8.11,13982,Switzerland
536736,21003,HOME BUILDING BLOCK WORD,4,2011-03-06 00:00:00,9.22,14024,Switzerland
536737,21019,HOME BUILDING BLOCK WORD,4,2010-12-10 00:00:00,9.22,17769,United Kingdom
536738,21084,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-06 00:00:00,5.93,17215,Germany
536739,21093,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-27 00:00:00,5.93,15433,United Kingdom
536739,21082,ASSORTED COLOUR BIRD ORNAMENT,9,2010-12-28 00:00:00,2.76,13512,Spain
536740,21027,HEART OF WICKER SMALL,3,2010-12-09 00:00:00,13.06,15265,France
536741,21055,BLUE KALMIA CERAMIC MUG,4,2010-12-04 00:00:00,3.58,14411,Switzerland
536742,21019,HEART OF WICKER SMALL,1,2011-01-21 00:00:00,13.06,14245,Spain
536743,21091,WHITE HANGING HEART T-LIGHT HOLDER,5,2010-12-01 00:00:00,5.93,15820,United Kingdom
536744,21009,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-14 00:00:00,4.72,14277,Netherlands
536744,21001,HANGING METAL LANTERN,2,2011-01-09 00:00:00,12.57,16123,United Kingdom
536745,21083,LUNCH BAG RED RETROSPOT,4,2011-02-06 00:00:00,2.76,15792,United Kingdom
536746,21095,LUNCH BAG RED RETROSPOT,2,2010-12-06 00:00:00,2.76,14009,United Kingdom
536747,21007,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-30 00:00:00,1.34,15021,United Kingdom
536748,21052,SET OF 3 MONOCHROME HEART MUGS,7,2010-12-16 00:00:00,3.16,16018,France
536749,21005,LUNCH BAG RED RETROSPOT,11,2010-12-18 00:00:00,2.76,17604,United Kingdom
536749,21082,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-01-01 00:00:00,5.93,13994,Sweden
536750,21069,PARTY BUNTING,1,2010-12-23 00:00:00,9.18,15419,Switzerland
536751,21089,JUMBO BAG PINK POLKADOT,3,2010-12-02 00:00:00,8.11,14407,Portugal
536752,21049,LUNCH BAG RED RETROSPOT,1,2011-01-05 00:00:00,2.76,15807,Italy
536753,21059,JUMBO BAG PINK POLKADOT,1,2010-12-03 00:00:00,8.11,17028,Italy
536754,21087,HANGING METAL LANTERN,4,2010-12-06 00:00:00,12.57,12444,United Kingdom
536755,21085,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2011-01-03 00:00:00,4.91,12410,Germany
536756,21072,PINK VINTAGE PAISLEY PICNIC BAG,5,2010-12-06 00:00:00,3.14,15470,United Kingdom
536757,21087,LOVE BUILDING BLOCK WORD,5,2011-03-11 00:00:00,10.77,16193,United Kingdom
536758,21082,PARTY BUNTING,3,2010-12-20 00:00:00,9.18,14408,Germany
536759,21095,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-26 00:00:00,2.76,13914,United Kingdom
536759,21080,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-19 00:00:00,3.14,15450,United Kingdom
536760,21068,WHITE HANGING HEART T-LIGHT HOLDER,1,2010-12-02 00:00:00,5.93,14624,Netherlands
536761,21077,PARTY BUNTING,2,2010-12-01 00:00:00,9.18,15673,United Kingdom
536762,21090,LOVE BUILDING BLOCK WORD,1,2011-03-03 00:00:00,10.77,12362,United Kingdom
C536762,21022,CHOCOLATE HOT WATER BOTTLE,3,2011-02-19 00:00:00,6.76,15123,Netherlands
536763,21060,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-17 00:00:00,2.76,15852,United Kingdom
536764,21085,HEART OF WICKER SMALL,2,2010-12-13 00:00:00,13.06,13406,Germany
536765,21090,HEART OF WICKER SMALL,1,2010-12-28 00:00:00,13.06,12350,United Kingdom
536766,21066,JUMBO BAG PINK POLKADOT,3,2010-12-06 00:00:00,8.11,16443,United Kingdom
536767,21042,HOME BUILDING BLOCK WORD,6,2011-02-05 00:00:00,9.22,16021,Germany
536768,21072,JUMBO BAG PINK POLKADOT,7,2010-12-07 00:00:00,8.11,17754,Spain
536769,21057,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-10 00:00:00,1.34,14039,United Kingdom
536770,21074,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-02-16 00:00:00,5.93,17221,France
536771,21025,JUMBO BAG RED RETROSPOT,2,2011-02-19 00:00:00,11.11,17809,United Kingdom
536772,21021,STRAWBERRY CERAMIC TRINKET POT,3,2010-12-13 00:00:00,1.34,17075,United Kingdom
536773,21099,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-01 00:00:00,5.93,12350,United Kingdom
536773,21069,HEART SHAPED DOUGHNUT,1,2010-12-10 00:00:00,14.56,16391,United Kingdom
536774,21018,HEART SHAPED DOUGHNUT,2,2011-04-20 00:00:00,14.56,13485,United Kingdom
536774,21056,STRAWBERRY CERAMIC TRINKET POT,1,2010-12-04 00:00:00,1.34,12500,United Kingdom
536775,21018,WHITE HANGING HEART T-LIGHT HOLDER,4,2010-12-03 00:00:00,5.93,13224,United Kingdom
536776,21011,LOVE BUILDING BLOCK WORD,3,2011-01-27 00:00:00,10.77,14199,Germany
536777,21038,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-17 00:00:00,3.16,15660,France
536778,21078,JUMBO BAG RED RETROSPOT,3,2011-01-05 00:00:00,11.11,15345,United Kingdom
536779,21051,JUMBO BAG RED RETROSPOT,1,2011-01-04 00:00:00,11.11,17081,United Kingdom
536780,21015,HANGING METAL LANTERN,1,2010-12-11 00:00:00,12.57,15021,United Kingdom
536781,21095,REGENCY CAKESTAND 3 TIER,3,2010-12-16 00:00:00,14.29,14825,United Kingdom
536781,21018,HEART SHAPED DOUGHNUT,2,2010-12-15 00:00:00,14.56,17557,United Kingdom
536782,21003,JUMBO BAG PINK POLKADOT,6,2010-12-01 00:00:00,8.11,15464,United Kingdom
536783,21006,JUMBO BAG PINK POLKADOT,2,2010-12-08 00:00:00,8.11,16894,Portugal
536783,21035,FAIRY CAKE FLANNEL ASSORTED COLOUR,3,2010-12-25 00:00:00,4.91,17279,Switzerland
536783,21027,PINK VINTAGE PAISLEY PICNIC BAG,2,2010-12-26 00:00:00,3.14,17480,United Kingdom
536784,21015,JUMBO BAG RED RETROSPOT,6,2011-01-06 00:00:00,11.11,16477,United Kingdom
536785,21065,CHOCOLATE HOT WATER BOTTLE,5,2011-01-12 00:00:00,6.76,13841,Italy
536786,21015,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-01-03 00:00:00,3.14,15450,Netherlands
536786,21097,HOME BUILDING BLOCK WORD,4,2010-12-04 00:00:00,9.22,13428,United Kingdom
536787,21027,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-12 00:00:00,4.72,16360,United Kingdom
536788,21079,RETROSPOT TEA SET CERAMIC 11 PC,6,2011-01-13 00:00:00,4.72,17962,Italy
536788,21023,HANGING METAL LANTERN,3,2010-12-14 00:00:00,12.57,17338,United Kingdom
536789,21044,FAIRY CAKE FLANNEL ASSORTED COLOUR,1,2011-02-09 00:00:00,4.91,13200,United Kingdom
536790,21038,REGENCY CAKESTAND 3 TIER,9,2010-12-02 00:00:00,14.29,13161,United Kingdom
536791,21062,REGENCY CAKESTAND 3 TIER,7,2011-08-05 00:00:00,14.29,14042,Netherlands
536792,21055,RETROSPOT TEA SET CERAMIC 11 PC,13,2011-02-07 00:00:00,4.72,14080,United Kingdom
536792,21030,CHOCOLATE HOT WATER BOTTLE,7,2011-04-01 00:00:00,6.76,13009,United Kingdom
536792,21077,STRAWBERRY CERAMIC TRINKET POT,1,2011-02-15 00:00:00,1.34,15503,United Kingdom
536793,21010,JUMBO BAG RED RETROSPOT,4,2010-12-08 00:00:00,11.11,15406,Germany
536794,21076,HEART OF WICKER SMALL,6,2011-01-01 00:00:00,13.06,16209,United Kingdom
536795,21084,REGENCY CAKESTAND 3 TIER,1,2010-12-08 00:00:00,14.29,14506,United Kingdom
536796,21048,FAIRY CAKE FLANNEL ASSORTED COLOUR,8,2010-12-26 00:00:00,4.91,14611,United Kingdom
536797,21035,REGENCY CAKESTAND 3 TIER,6,2010-12-18 00:00:00,14.29,14904,Spain
536798,21074,REGENCY CAKESTAND 3 TIER,5,2010-12-10 00:00:00,14.29,15039,Germany
536798,21084,LOVE BUILDING BLOCK WORD,2,2010-12-08 00:00:00,10.77,17098,United Kingdom
536798,21093,ASSORTED COLOUR BIRD ORNAMENT,1,2010-12-29 00:00:00,2.76,17534,Germany
536799,21007,JUMBO BAG PINK POLKADOT,1,2011-01-20 00:00:00,8.11,12946,United Kingdom
536800,21095,PINK VINTAGE PAISLEY PICNIC BAG,1,2011-01-10 00:00:00,3.14,17881,United Kingdom
536800,21077,CHOCOLATE HOT WATER BOTTLE,1,2011-03-07 00:00:00,6.76,17534,Germany
536801,21023,HEART OF WICKER SMALL,1,2010-12-20 00:00:00,13.06,17583,Germany
536801,21016,LUNCH BAG RED RETROSPOT,1,2010-12-01 00:00:00,2.76,15093,United Kingdom
536802,21063,REGENCY CAKESTAND 3 TIER,1,2011-01-07 00:00:00,14.29,14028,Spain
536803,21057,REGENCY CAKESTAND 3 TIER,4,2010-12-23 00:00:00,14.29,17754,United Kingdom
536804,21051,HOME BUILDING BLOCK WORD,5,2011-02-06 00:00:00,9.22,12992,United Kingdom
536805,21093,LOVE BUILDING BLOCK WORD,1,2010-12-09 00:00:00,10.77,15119,Germany
536806,21065,JUMBO BAG RED RETROSPOT,1,2010-12-07 00:00:00,11.11,13045,Spain
536806,21010,BLUE KALMIA CERAMIC MUG,2,2011-03-03 00:00:00,3.58,18227,Germany
536806,21081,JUMBO BAG PINK POLKADOT,3,2010-12-11 00:00:00,8.11,15265,France
536807,21025,REGENCY CAKESTAND 3 TIER,4,2010-12-09 00:00:00,14.29,13406,United Kingdom
536808,21030,CHILLI LIGHTS,13,2010-12-01 00:00:00,0.8,13222,Belgium
536808,21005,PARTY BUNTING,1,2011-01-15 00:00:00,9.18,12492,France
536809,21027,LUNCH BAG RED RETROSPOT,2,2010-12-29 00:00:00,2.76,17083,Spain
536809,21070,CHOCOLATE HOT WATER BOTTLE,1,2010-12-25 00:00:00,6.76,13241,France
536810,21048,PINK VINTAGE PAISLEY PICNIC BAG,1,2010-12-23 00:00:00,3.14,15689,United Kingdom
536810,21016,JUMBO BAG RED RETROSPOT,4,2010-12-15 00:00:00,11.11,16443,United Kingdom
536811,21055,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-15 00:00:00,4.91,17739,Italy
536812,21055,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-01-18 00:00:00,5.93,14551,Sweden
536813,21025,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-09 00:00:00,5.93,17654,United Kingdom
536814,21061,LOVE BUILDING BLOCK WORD,2,2010-12-05 00:00:00,10.77,17881,Belgium
536815,21080,ASSORTED COLOUR BIRD ORNAMENT,2,2010-12-13 00:00:00,2.76,17004,United Kingdom
536816,21018,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-07 00:00:00,3.16,15928,United Kingdom
536816,21010,BLUE KALMIA CERAMIC MUG,2,2011-02-27 00:00:00,3.58,15277,Switzerland
536817,21084,SET OF 3 MONOCHROME HEART MUGS,1,2010-12-25 00:00:00,3.16,16269,United Kingdom
536817,21035,LOVE BUILDING BLOCK WORD,8,2011-01-18 00:00:00,10.77,14857,United Kingdom
536818,21052,LOVE BUILDING BLOCK WORD,12,2011-01-12 00:00:00,10.77,18227,Sweden
C536818,21056,LUNCH BAG RED RETROSPOT,1,2010-12-02 00:00:00,2.76,13628,Germany
536818,21063,PINK VINTAGE PAISLEY PICNIC BAG,4,2010-12-08 00:00:00,3.14,17519,France
536819,21048,JUMBO BAG PINK POLKADOT,1,2010-12-09 00:00:00,8.11,14103,United Kingdom
536819,21058,HEART OF WICKER SMALL,5,2010-12-03 00:00:00,13.06,12462,United Kingdom
536820,21071,LOVE BUILDING BLOCK WORD,4,2010-12-14 00:00:00,10.77,14028,Belgium
536820,21048,CHILLI LIGHTS,1,2010-12-27 00:00:00,0.8,15503,Netherlands
536820,21009,FAIRY CAKE FLANNEL ASSORTED COLOUR,2,2010-12-01 00:00:00,4.91,15820,Portugal
536820,21042,JUMBO BAG PINK POLKADOT,5,2010-12-05 00:00:00,8.11,17739,United Kingdom
536820,21037,LOVE BUILDING BLOCK WORD,2,2011-01-16 00:00:00,10.77,14042,Belgium
536821,21009,HEART OF WICKER SMALL,4,2010-12-07 00:00:00,13.06,15648,Sweden
536822,21019,LUNCH BAG RED RETROSPOT,1,2010-12-07 00:00:00,2.76,14411,United Kingdom
536823,21067,LOVE BUILDING BLOCK WORD,13,2010-12-31 00:00:00,10.77,14024,France
536824,21024,HEART SHAPED DOUGHNUT,1,2010-12-04 00:00:00,14.56,14162,United Kingdom
536824,21040,CHOCOLATE HOT WATER BOTTLE,4,2011-01-06 00:00:00,6.76,14187,United Kingdom
536825,21004,LUNCH BAG RED RETROSPOT,5,2010-12-17 00:00:00,2.76,16339,Germany
536826,21045,JUMBO BAG PINK POLKADOT,3,2010-12-26 00:00:00,8.11,14487,United Kingdom
536826,21071,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-01-20 00:00:00,5.93,16436,Switzerland
536826,21012,SET OF 3 MONOCHROME HEART MUGS,1,2011-01-27 00:00:00,3.16,16894,United Kingdom
536827,21016,ASSORTED COLOUR BIRD ORNAMENT,3,2011-08-02 00:00:00,2.76,12350,United Kingdom
536827,21014,PARTY BUNTING,5,2010-12-18 00:00:00,9.18,14327,United Kingdom
536828,21030,RETROSPOT TEA SET CERAMIC 11 PC,4,2010-12-29 00:00:00,4.72,17583,France
536828,21088,JUMBO BAG RED RETROSPOT,1,2010-12-13 00:00:00,11.11,17938,United Kingdom
536829,21007,HEART SHAPED DOUGHNUT,4,2010-12-11 00:00:00,14.56,15648,United Kingdom
536830,21040,CHOCOLATE HOT WATER BOTTLE,4,2011-01-16 00:00:00,6.76,12506,United Kingdom
536831,21090,LUNCH BAG RED RETROSPOT,3,2011-02-19 00:00:00,2.76,13337,United Kingdom
C536832,21059,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-03 00:00:00,1.34,17125,United Kingdom
536833,21008,PINK VINTAGE PAISLEY PICNIC BAG,5,2011-01-12 00:00:00,3.14,16069,United Kingdom
536834,21026,JUMBO BAG RED RETROSPOT,2,2010-12-20 00:00:00,11.11,13493,United Kingdom
C536834,21080,PARTY BUNTING,1,2011-01-05 00:00:00,9.18,18261,United Kingdom
536834,21028,CHILLI LIGHTS,1,2010-12-10 00:00:00,0.8,14042,United Kingdom
536834,21092,RETROSPOT TEA SET CERAMIC 11 PC,2,2010-12-10 00:00:00,4.72,16492,Sweden
536835,21065,BLUE KALMIA CERAMIC MUG,1,2011-04-05 00:00:00,3.58,15123,United Kingdom
536836,21056,FAIRY CAKE FLANNEL ASSORTED COLOUR,4,2010-12-18 00:00:00,4.91,17796,Netherlands
536837,21040,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-01-10 00:00:00,5.93,17657,United Kingdom
536837,21055,STRAWBERRY CERAMIC TRINKET POT,2,2010-12-29 00:00:00,1.34,15307,United Kingdom
536837,21094,HEART SHAPED DOUGHNUT,1,2011-02-10 00:00:00,14.56,15234,United Kingdom
536837,21013,HANGING METAL LANTERN,1,2011-02-17 00:00:00,12.57,14032,United Kingdom
536837,21061,HEART OF WICKER SMALL,3,2010-12-08 00:00:00,13.06,13755,Germany
536837,21007,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-05-04 00:00:00,5.93,12462,Portugal
536837,21059,PINK VINTAGE PAISLEY PICNIC BAG,3,2011-02-17 00:00:00,3.14,13994,United Kingdom
